n,#Prueba,Purview,Mecanismo,modo,k,perdida,tiempo_ms
15,2,ABCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Exacto_KL,5,0.02679020166397095,14251.06669998786
15,2,ABCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Rapido_MCTS,2,0.2207825596666667,1959.936414999902
15,2,ABCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Rapido_MCTS,3,0.2805138805222224,3201.514618000147
15,2,ABCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Rapido_MCTS,4,0.3079690972666669,2311.109272000067
15,2,ABCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Rapido_MCTS,5,0.2928234826555557,2861.74013200025
15,2,ABCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Aprox_KLmc,3,0.1249999403953552,2213.358799985144
15,2,ABCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Aprox_KLmc,4,0.1250001192092896,2369.525799993426
15,2,ABCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Aprox_KLmc,5,0.1428617238998413,2517.176699999254
15,3,ABCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Exacto,2,0.0,12424.056200005
15,3,ABCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Exacto,3,0.0,12792.21289999259
15,3,ABCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Exacto,4,0.02679020166397095,12859.54259999562
15,3,ABCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Exacto,5,0.05372965335845947,13192.15020000411
15,3,ABCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Exacto_KL,3,0.0,14240.88139999367
15,3,ABCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Exacto_KL,4,0.02679020166397095,14072.83900000039
15,3,ABCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Exacto_KL,5,0.02659231424331665,29374.64980001096
15,3,ABCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Rapido_MCTS,2,0.1929671166222223,2332.550035999702
15,3,ABCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Rapido_MCTS,3,0.1570930724333336,2385.352772999795
15,3,ABCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Rapido_MCTS,4,0.3142641459555559,3043.45485299973
15,3,ABCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Rapido_MCTS,5,0.3139612188999998,3159.071820999998
15,3,ABCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Aprox_KLmc,3,0.0,2292.522999981884
15,3,ABCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Aprox_KLmc,4,0.02710902690887451,2357.06469998695
15,3,ABCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Aprox_KLmc,5,0.05445212125778198,2964.520300010918
15,4,ABCDEFGHIJKLMNO,BCDEFGHIJKLMN,Exacto,2,0.0,8144.540500012226
15,4,ABCDEFGHIJKLMNO,BCDEFGHIJKLMN,Exacto,3,0.0,8392.374199989717
15,4,ABCDEFGHIJKLMNO,BCDEFGHIJKLMN,Exacto,4,0.02679020166397095,8687.870699999621
15,4,ABCDEFGHIJKLMNO,BCDEFGHIJKLMN,Exacto,5,0.05372965335845947,8918.461199995363
15,4,ABCDEFGHIJKLMNO,BCDEFGHIJKLMN,Exacto_KL,3,0.0,8822.633700008737
15,4,ABCDEFGHIJKLMNO,BCDEFGHIJKLMN,Exacto_KL,4,0.02679020166397095,9292.055199999595
15,4,ABCDEFGHIJKLMNO,BCDEFGHIJKLMN,Exacto_KL,5,0.02693945169448853,17148.76499999082
15,4,ABCDEFGHIJKLMNO,BCDEFGHIJKLMN,Rapido_MCTS,2,0.2168687334888889,2127.600539000014
15,4,ABCDEFGHIJKLMNO,BCDEFGHIJKLMN,Rapido_MCTS,3,0.2052815381111114,2282.25402399994
15,4,ABCDEFGHIJKLMNO,BCDEFGHIJKLMN,Rapido_MCTS,4,0.3317740401166666,2544.265781000377
15,4,ABCDEFGHIJKLMNO,BCDEFGHIJKLMN,Rapido_MCTS,5,0.3747913915277776,2524.487604000115
15,4,ABCDEFGHIJKLMNO,BCDEFGHIJKLMN,Aprox_KLmc,3,0.1250002384185791,1600.125500001013
15,4,ABCDEFGHIJKLMNO,BCDEFGHIJKLMN,Aprox_KLmc,4,0.25,1900.813500018558
15,4,ABCDEFGHIJKLMNO,BCDEFGHIJKLMN,Aprox_KLmc,5,0.2529322504997253,2046.670800016727
15,5,ABCDEFGHIJKLMNO,ABDEGHJKMN,Exacto,2,4.714727401733398e-05,5190.122200001497
15,5,ABCDEFGHIJKLMNO,ABDEGHJKMN,Exacto,3,0.001384973526000977,5936.879799992312
15,5,ABCDEFGHIJKLMNO,ABDEGHJKMN,Exacto,4,0.003043770790100098,6025.131799993687
15,5,ABCDEFGHIJKLMNO,ABDEGHJKMN,Exacto,5,0.005044698715209961,6279.163100000005
15,5,ABCDEFGHIJKLMNO,ABDEGHJKMN,Exacto_KL,3,0.001384973526000977,8696.655100007774
15,5,ABCDEFGHIJKLMNO,ABDEGHJKMN,Exacto_KL,4,7.939338684082031e-05,9001.236500000232
15,5,ABCDEFGHIJKLMNO,ABDEGHJKMN,Exacto_KL,5,8.118152618408203e-05,12083.48100000876
15,5,ABCDEFGHIJKLMNO,ABDEGHJKMN,Rapido_MCTS,2,0.0793602990007296,1642.63162799989
15,5,ABCDEFGHIJKLMNO,ABDEGHJKMN,Rapido_MCTS,3,0.08562791205916076,2767.326661999959
15,5,ABCDEFGHIJKLMNO,ABDEGHJKMN,Rapido_MCTS,4,0.09233608237889024,1963.996254999984
15,5,ABCDEFGHIJKLMNO,ABDEGHJKMN,Rapido_MCTS,5,0.09627728270475522,2122.017412999867
15,5,ABCDEFGHIJKLMNO,ABDEGHJKMN,Aprox_KLmc,3,0.001384973526000977,621.3906000193674
15,5,ABCDEFGHIJKLMNO,ABDEGHJKMN,Aprox_KLmc,4,7.939338684082031e-05,4457.406100002117
15,5,ABCDEFGHIJKLMNO,ABDEGHJKMN,Aprox_KLmc,5,8.118152618408203e-05,8353.117000020575
15,6,ABCDEFGHIJKLMNO,ACEGIKMO,Exacto,2,0.004189789295196533,5261.936399998376
15,6,ABCDEFGHIJKLMNO,ACEGIKMO,Exacto,3,0.008567988872528076,5338.709800009383
15,6,ABCDEFGHIJKLMNO,ACEGIKMO,Exacto,4,0.01392549276351929,5546.261800001957
15,6,ABCDEFGHIJKLMNO,ACEGIKMO,Exacto,5,0.01971167325973511,5747.732600008021
15,6,ABCDEFGHIJKLMNO,ACEGIKMO,Exacto_KL,3,0.0001630783081054688,7470.895100006601
15,6,ABCDEFGHIJKLMNO,ACEGIKMO,Exacto_KL,4,0.0007228851318359375,10464.55830000923
15,6,ABCDEFGHIJKLMNO,ACEGIKMO,Exacto_KL,5,0.00472944974899292,12199.40820000193
15,6,ABCDEFGHIJKLMNO,ACEGIKMO,Rapido_MCTS,2,0.07449884467854628,1470.327902000008
15,6,ABCDEFGHIJKLMNO,ACEGIKMO,Rapido_MCTS,3,0.0776069050129331,1995.864125000026
15,6,ABCDEFGHIJKLMNO,ACEGIKMO,Rapido_MCTS,4,0.09337801695638093,1703.95889800011
15,6,ABCDEFGHIJKLMNO,ACEGIKMO,Rapido_MCTS,5,0.07973563728583788,2089.726054000039
15,6,ABCDEFGHIJKLMNO,ACEGIKMO,Aprox_KLmc,3,0.0001630783081054688,3084.5677999896
15,6,ABCDEFGHIJKLMNO,ACEGIKMO,Aprox_KLmc,4,0.0007228851318359375,6671.759999997448
15,6,ABCDEFGHIJKLMNO,ACEGIKMO,Aprox_KLmc,5,0.00472944974899292,9103.670000011334
15,7,ABCDEFGHIJKLMNO,BDFHJLN,Exacto,2,0.007097363471984863,5174.206399999093
15,7,ABCDEFGHIJKLMNO,BDFHJLN,Exacto,3,0.01430302858352661,5482.552199988277
15,7,ABCDEFGHIJKLMNO,BDFHJLN,Exacto,4,0.02309709787368774,5625.860999993165
15,7,ABCDEFGHIJKLMNO,BDFHJLN,Exacto,5,0.03231352567672729,5681.774500000756
15,7,ABCDEFGHIJKLMNO,BDFHJLN,Exacto_KL,3,0.007205665111541748,6467.299600000842
15,7,ABCDEFGHIJKLMNO,BDFHJLN,Exacto_KL,4,0.0036163330078125,10719.56520000822
15,7,ABCDEFGHIJKLMNO,BDFHJLN,Exacto_KL,5,0.00921642780303955,12248.64649999654
15,7,ABCDEFGHIJKLMNO,BDFHJLN,Rapido_MCTS,2,0.0202213256061089,1392.628833000344
15,7,ABCDEFGHIJKLMNO,BDFHJLN,Rapido_MCTS,3,0.07907301424200575,1391.077028999916
15,7,ABCDEFGHIJKLMNO,BDFHJLN,Rapido_MCTS,4,0.08031221268207611,1644.121797000025
15,7,ABCDEFGHIJKLMNO,BDFHJLN,Rapido_MCTS,5,0.1060627708835068,1751.817726999889
15,7,ABCDEFGHIJKLMNO,BDFHJLN,Aprox_KLmc,3,0.007205665111541748,1466.226699994877
15,7,ABCDEFGHIJKLMNO,BDFHJLN,Aprox_KLmc,4,0.0036163330078125,6999.064800009364
15,7,ABCDEFGHIJKLMNO,BDFHJLN,Aprox_KLmc,5,0.00921642780303955,9151.253300020471
15,8,ABCDEFGHIJKLMN,ABCDEFGHIJKLMNO,Exacto,2,0.0,20497.57450001198
15,8,ABCDEFGHIJKLMN,ABCDEFGHIJKLMNO,Exacto,3,0.0,20984.70249999082
15,8,ABCDEFGHIJKLMN,ABCDEFGHIJKLMNO,Exacto,4,0.0,21236.2310999888
15,8,ABCDEFGHIJKLMN,ABCDEFGHIJKLMNO,Exacto,5,0.02679020166397095,21731.35419999016
15,8,ABCDEFGHIJKLMN,ABCDEFGHIJKLMNO,Exacto_KL,3,0.0,21570.15549999778
15,8,ABCDEFGHIJKLMN,ABCDEFGHIJKLMNO,Exacto_KL,4,0.0,22243.52809999255
15,8,ABCDEFGHIJKLMN,ABCDEFGHIJKLMNO,Exacto_KL,5,0.02679020166397095,23416.25049999857
15,8,ABCDEFGHIJKLMN,ABCDEFGHIJKLMNO,Rapido_MCTS,2,0.0,2756.483857000148
15,8,ABCDEFGHIJKLMN,ABCDEFGHIJKLMNO,Rapido_MCTS,3,0.3073235288222224,2095.76897099987
15,8,ABCDEFGHIJKLMN,ABCDEFGHIJKLMNO,Rapido_MCTS,4,0.3154758546888888,2289.267148999897
15,8,ABCDEFGHIJKLMN,ABCDEFGHIJKLMNO,Rapido_MCTS,5,0.3283204442666665,2566.571507999925
15,8,ABCDEFGHIJKLMN,ABCDEFGHIJKLMNO,Aprox_KLmc,3,0.2249997854232788,3496.849699993618
15,8,ABCDEFGHIJKLMN,ABCDEFGHIJKLMNO,Aprox_KLmc,4,0.2374998927116394,3920.98339999211
15,8,ABCDEFGHIJKLMN,ABCDEFGHIJKLMNO,Aprox_KLmc,5,0.2209899425506592,3729.20579998754
15,9,ABCDEFGHIJKLMN,ABCDEFGHIJKLMN,Exacto,2,0.0,12629.50920000731
15,9,ABCDEFGHIJKLMN,ABCDEFGHIJKLMN,Exacto,3,0.0,13047.73040000873
15,9,ABCDEFGHIJKLMN,ABCDEFGHIJKLMN,Exacto,4,0.0,13410.85279999243
15,9,ABCDEFGHIJKLMN,ABCDEFGHIJKLMN,Exacto,5,0.02679020166397095,13683.72420000378
15,9,ABCDEFGHIJKLMN,ABCDEFGHIJKLMN,Exacto_KL,3,0.0,13648.31730000151
15,9,ABCDEFGHIJKLMN,ABCDEFGHIJKLMN,Exacto_KL,4,0.0,13991.14329999429
15,9,ABCDEFGHIJKLMN,ABCDEFGHIJKLMN,Exacto_KL,5,0.02679020166397095,14472.45309999562
15,9,ABCDEFGHIJKLMN,ABCDEFGHIJKLMN,Rapido_MCTS,2,0.2046114138999999,2142.023079999944
15,9,ABCDEFGHIJKLMN,ABCDEFGHIJKLMN,Rapido_MCTS,3,0.2864895455222221,2238.629630000105
15,9,ABCDEFGHIJKLMN,ABCDEFGHIJKLMN,Rapido_MCTS,4,0.3149846749333333,2401.128366999728
15,9,ABCDEFGHIJKLMN,ABCDEFGHIJKLMN,Rapido_MCTS,5,0.2993167186777779,3075.917837999896
15,9,ABCDEFGHIJKLMN,ABCDEFGHIJKLMN,Aprox_KLmc,3,0.1071428060531616,4622.409799980232
15,9,ABCDEFGHIJKLMN,ABCDEFGHIJKLMN,Aprox_KLmc,4,0.1160715222358704,2285.046900011366
15,9,ABCDEFGHIJKLMN,ABCDEFGHIJKLMN,Aprox_KLmc,5,0.1432819962501526,2423.506299994187
15,10,ABCDEFGHIJKLMN,BCDEFGHIJKLMNO,Exacto,2,0.0,13447.56139999663
15,10,ABCDEFGHIJKLMN,BCDEFGHIJKLMNO,Exacto,3,0.0,14462.47479999147
15,10,ABCDEFGHIJKLMN,BCDEFGHIJKLMNO,Exacto,4,0.02679020166397095,15342.40539999155
15,10,ABCDEFGHIJKLMN,BCDEFGHIJKLMNO,Exacto,5,0.05372965335845947,16185.77599999844
15,10,ABCDEFGHIJKLMN,BCDEFGHIJKLMNO,Exacto_KL,3,0.0,15834.92789999582
15,10,ABCDEFGHIJKLMN,BCDEFGHIJKLMNO,Exacto_KL,4,0.02679020166397095,16347.87840000354
15,10,ABCDEFGHIJKLMN,BCDEFGHIJKLMNO,Exacto_KL,5,0.02659231424331665,32396.96440000262
15,10,ABCDEFGHIJKLMN,BCDEFGHIJKLMNO,Rapido_MCTS,2,0.0,2360.761431000356
15,10,ABCDEFGHIJKLMN,BCDEFGHIJKLMNO,Rapido_MCTS,3,0.2890663078333331,2269.412446999922
15,10,ABCDEFGHIJKLMN,BCDEFGHIJKLMNO,Rapido_MCTS,4,0.3093505754666666,2447.145657999954
15,10,ABCDEFGHIJKLMN,BCDEFGHIJKLMNO,Rapido_MCTS,5,0.3289162955777778,2952.392427000177
15,10,ABCDEFGHIJKLMN,BCDEFGHIJKLMNO,Aprox_KLmc,3,0.0,2030.099700001301
15,10,ABCDEFGHIJKLMN,BCDEFGHIJKLMNO,Aprox_KLmc,4,0.02679020166397095,2615.245299995877
15,10,ABCDEFGHIJKLMN,BCDEFGHIJKLMNO,Aprox_KLmc,5,0.0539175271987915,4994.451600010507
15,11,ABCDEFGHIJKLMN,BCDEFGHIJKLMN,Exacto,2,0.0,9220.26580000238
15,11,ABCDEFGHIJKLMN,BCDEFGHIJKLMN,Exacto,3,0.0,9650.129399989964
15,11,ABCDEFGHIJKLMN,BCDEFGHIJKLMN,Exacto,4,0.02679020166397095,9880.21519999893
15,11,ABCDEFGHIJKLMN,BCDEFGHIJKLMN,Exacto,5,0.05372965335845947,10062.02219999977
15,11,ABCDEFGHIJKLMN,BCDEFGHIJKLMN,Exacto_KL,3,0.0,10173.03479999828
15,11,ABCDEFGHIJKLMN,BCDEFGHIJKLMN,Exacto_KL,4,0.02679020166397095,10499.8132000037
15,11,ABCDEFGHIJKLMN,BCDEFGHIJKLMN,Exacto_KL,5,0.02693945169448853,17424.86840000493
15,11,ABCDEFGHIJKLMN,BCDEFGHIJKLMN,Rapido_MCTS,2,0.1720494724444442,2235.72881500013
15,11,ABCDEFGHIJKLMN,BCDEFGHIJKLMN,Rapido_MCTS,3,0.3058786919666668,1766.146933999607
15,11,ABCDEFGHIJKLMN,BCDEFGHIJKLMN,Rapido_MCTS,4,0.299981876572222,2433.434895000119
15,11,ABCDEFGHIJKLMN,BCDEFGHIJKLMN,Rapido_MCTS,5,0.2898095463333331,2553.798844000085
15,11,ABCDEFGHIJKLMN,BCDEFGHIJKLMN,Aprox_KLmc,3,0.1187502145767212,1923.314699990442
15,11,ABCDEFGHIJKLMN,BCDEFGHIJKLMN,Aprox_KLmc,4,0.2270697951316833,2535.967999981949
15,11,ABCDEFGHIJKLMN,BCDEFGHIJKLMN,Aprox_KLmc,5,0.2271075844764709,3244.134500011569
15,12,ABCDEFGHIJKLMN,ABDEGHJKMN,Exacto,2,0.001337826251983643,6437.507000009646
15,12,ABCDEFGHIJKLMN,ABDEGHJKMN,Exacto,3,0.002996623516082764,6794.878999993671
15,12,ABCDEFGHIJKLMN,ABDEGHJKMN,Exacto,4,0.004997551441192627,6889.31679999223
15,12,ABCDEFGHIJKLMN,ABDEGHJKMN,Exacto,5,0.009238600730895996,7072.572399993078
15,12,ABCDEFGHIJKLMN,ABDEGHJKMN,Exacto_KL,3,3.224611282348633e-05,8905.00699999393
15,12,ABCDEFGHIJKLMN,ABDEGHJKMN,Exacto_KL,4,3.403425216674805e-05,11098.03420001117
15,12,ABCDEFGHIJKLMN,ABDEGHJKMN,Exacto_KL,5,0.0002775788307189941,13488.58929998823
15,12,ABCDEFGHIJKLMN,ABDEGHJKMN,Rapido_MCTS,2,0.06209296312980894,1597.119696999926
15,12,ABCDEFGHIJKLMN,ABDEGHJKMN,Rapido_MCTS,3,0.07609336963828184,2026.864723000017
15,12,ABCDEFGHIJKLMN,ABDEGHJKMN,Rapido_MCTS,4,0.1064265411382277,1609.444865000114
15,12,ABCDEFGHIJKLMN,ABDEGHJKMN,Rapido_MCTS,5,0.08209285020661539,2018.288754999958
15,12,ABCDEFGHIJKLMN,ABDEGHJKMN,Aprox_KLmc,3,3.224611282348633e-05,2896.712699992349
15,12,ABCDEFGHIJKLMN,ABDEGHJKMN,Aprox_KLmc,4,3.403425216674805e-05,6001.424899994163
15,12,ABCDEFGHIJKLMN,ABDEGHJKMN,Aprox_KLmc,5,0.0002775788307189941,8565.810600004625
15,13,ABCDEFGHIJKLMN,ACEGIKMO,Exacto,2,0.004189789295196533,6380.492600001162
15,13,ABCDEFGHIJKLMN,ACEGIKMO,Exacto,3,0.008567988872528076,6745.302800001809
15,13,ABCDEFGHIJKLMN,ACEGIKMO,Exacto,4,0.0143541693687439,6817.322399991099
15,13,ABCDEFGHIJKLMN,ACEGIKMO,Exacto,5,0.02175313234329224,7055.076800010283
15,13,ABCDEFGHIJKLMN,ACEGIKMO,Exacto_KL,3,0.0001630783081054688,8574.337900005048
15,13,ABCDEFGHIJKLMN,ACEGIKMO,Exacto_KL,4,0.0006496310234069824,10868.61089999729
15,13,ABCDEFGHIJKLMN,ACEGIKMO,Exacto_KL,5,0.002028405666351318,13329.70299999579
15,13,ABCDEFGHIJKLMN,ACEGIKMO,Rapido_MCTS,2,0.06922849941604325,1476.801390000219
15,13,ABCDEFGHIJKLMN,ACEGIKMO,Rapido_MCTS,3,0.08262605703356607,1496.291704999749
15,13,ABCDEFGHIJKLMN,ACEGIKMO,Rapido_MCTS,4,0.1022005950160881,1538.916549000078
15,13,ABCDEFGHIJKLMN,ACEGIKMO,Rapido_MCTS,5,0.08068140125844925,1707.234686999982
15,13,ABCDEFGHIJKLMN,ACEGIKMO,Aprox_KLmc,3,0.0001630783081054688,2737.140999990515
15,13,ABCDEFGHIJKLMN,ACEGIKMO,Aprox_KLmc,4,0.0006496310234069824,5555.48209999688
15,13,ABCDEFGHIJKLMN,ACEGIKMO,Aprox_KLmc,5,0.002028405666351318,8685.617100010859
15,14,ABCDEFGHIJKLMN,BDFHJLN,Exacto,2,0.007097363471984863,6528.995800006669
15,14,ABCDEFGHIJKLMN,BDFHJLN,Exacto,3,0.01430302858352661,6824.479299990344
15,14,ABCDEFGHIJKLMN,BDFHJLN,Exacto,4,0.02309709787368774,7022.029400002793
15,14,ABCDEFGHIJKLMN,BDFHJLN,Exacto,5,0.03231352567672729,7095.414499999606
15,14,ABCDEFGHIJKLMN,BDFHJLN,Exacto_KL,3,0.007205665111541748,7734.751299998607
15,14,ABCDEFGHIJKLMN,BDFHJLN,Exacto_KL,4,0.0036163330078125,11439.41809999524
15,14,ABCDEFGHIJKLMN,BDFHJLN,Exacto_KL,5,0.00921642780303955,12899.81280000939
15,14,ABCDEFGHIJKLMN,BDFHJLN,Rapido_MCTS,2,0.0299441451715089,1190.903126999729
15,14,ABCDEFGHIJKLMN,BDFHJLN,Rapido_MCTS,3,0.09469618420865078,1310.260105999987
15,14,ABCDEFGHIJKLMN,BDFHJLN,Rapido_MCTS,4,0.1072619066472791,1468.27605999988
15,14,ABCDEFGHIJKLMN,BDFHJLN,Rapido_MCTS,5,0.08262785833756936,1611.32373800001
15,14,ABCDEFGHIJKLMN,BDFHJLN,Aprox_KLmc,3,0.007205665111541748,1268.098500004271
15,14,ABCDEFGHIJKLMN,BDFHJLN,Aprox_KLmc,4,0.0036163330078125,5536.135300004389
15,14,ABCDEFGHIJKLMN,BDFHJLN,Aprox_KLmc,5,0.00921642780303955,7533.909199992195
15,15,BCDEFGHIJKLMNO,ABCDEFGHIJKLMNO,Exacto,2,0.0,22082.6248999947
15,15,BCDEFGHIJKLMNO,ABCDEFGHIJKLMNO,Exacto,3,0.0,23046.52540000097
15,15,BCDEFGHIJKLMNO,ABCDEFGHIJKLMNO,Exacto,4,0.0,24733.90029999427
15,15,BCDEFGHIJKLMNO,ABCDEFGHIJKLMNO,Exacto,5,0.02679020166397095,23631.43349999154
15,15,BCDEFGHIJKLMNO,ABCDEFGHIJKLMNO,Exacto_KL,3,0.0,23178.43770000036
15,15,BCDEFGHIJKLMNO,ABCDEFGHIJKLMNO,Exacto_KL,4,0.0,25850.17569999036
15,15,BCDEFGHIJKLMNO,ABCDEFGHIJKLMNO,Exacto_KL,5,0.02679020166397095,25146.66900000884
15,15,BCDEFGHIJKLMNO,ABCDEFGHIJKLMNO,Rapido_MCTS,2,0.156410254111111,2424.062670999774
15,15,BCDEFGHIJKLMNO,ABCDEFGHIJKLMNO,Rapido_MCTS,3,0.2863831205333331,2229.243965999558
15,15,BCDEFGHIJKLMNO,ABCDEFGHIJKLMNO,Rapido_MCTS,4,0.2480504546222223,3081.259559000046
15,15,BCDEFGHIJKLMNO,ABCDEFGHIJKLMNO,Rapido_MCTS,5,0.3218505844888889,3280.641663000097
15,15,BCDEFGHIJKLMNO,ABCDEFGHIJKLMNO,Aprox_KLmc,3,0.2249997854232788,3299.495799990837
15,15,BCDEFGHIJKLMNO,ABCDEFGHIJKLMNO,Aprox_KLmc,4,0.2374998927116394,3868.386400019517
15,15,BCDEFGHIJKLMNO,ABCDEFGHIJKLMNO,Aprox_KLmc,5,0.26462721824646,3636.93060001242
15,16,BCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Exacto,2,0.0,14384.66969999718
15,16,BCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Exacto,3,0.0,14635.72790000762
15,16,BCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Exacto,4,0.0,14917.30540001299
15,16,BCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Exacto,5,0.02679020166397095,15191.56880000082
15,16,BCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Exacto_KL,3,0.0,15133.78910000029
15,16,BCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Exacto_KL,4,0.0,15633.98250000319
15,16,BCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Exacto_KL,5,0.02679020166397095,16400.33160000166
15,16,BCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Rapido_MCTS,2,0.1990350203555555,1912.544505999904
15,16,BCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Rapido_MCTS,3,0.3142691424777777,1952.975970999887
15,16,BCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Rapido_MCTS,4,0.2940208088111111,2561.769050000294
15,16,BCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Rapido_MCTS,5,0.3140531731666666,2734.936346000268
15,16,BCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Aprox_KLmc,3,0.1249999403953552,2049.538200022653
15,16,BCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Aprox_KLmc,4,0.1250001192092896,2424.790000019129
15,16,BCDEFGHIJKLMNO,ABCDEFGHIJKLMN,Aprox_KLmc,5,0.1521274447441101,4687.511600001017
15,17,BCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Exacto,2,0.0,14410.02809999918
15,17,BCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Exacto,3,0.0,14870.59310000041
15,17,BCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Exacto,4,0.02679020166397095,15504.60380000004
15,17,BCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Exacto,5,0.05372965335845947,15754.82999999076
15,17,BCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Exacto_KL,3,0.0,15801.01569999533
15,17,BCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Exacto_KL,4,0.02679020166397095,16565.4954000056
15,17,BCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Exacto_KL,5,0.02659231424331665,30324.60420001007
15,17,BCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Rapido_MCTS,2,0.05171979551111106,2293.734649999806
15,17,BCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Rapido_MCTS,3,0.2493356772888888,2840.506271000322
15,17,BCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Rapido_MCTS,4,0.316464086011111,2434.736440000052
15,17,BCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Rapido_MCTS,5,0.3274891797666667,2440.250447000381
15,17,BCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Aprox_KLmc,3,0.0,2240.635599999223
15,17,BCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Aprox_KLmc,4,0.02719861268997192,2576.190499996301
15,17,BCDEFGHIJKLMNO,BCDEFGHIJKLMNO,Aprox_KLmc,5,0.05413806438446045,2531.525900005363
15,18,BCDEFGHIJKLMNO,BCDEFGHIJKLMN,Exacto,2,0.0,10746.24160000531
15,18,BCDEFGHIJKLMNO,BCDEFGHIJKLMN,Exacto,3,0.0,11249.71250000817
15,18,BCDEFGHIJKLMNO,BCDEFGHIJKLMN,Exacto,4,0.02679020166397095,11536.09129998949
15,18,BCDEFGHIJKLMNO,BCDEFGHIJKLMN,Exacto,5,0.05372965335845947,11942.59209999291
15,18,BCDEFGHIJKLMNO,BCDEFGHIJKLMN,Exacto_KL,3,0.0,11594.13230000064
15,18,BCDEFGHIJKLMNO,BCDEFGHIJKLMN,Exacto_KL,4,0.02679020166397095,12159.81709999323
15,18,BCDEFGHIJKLMNO,BCDEFGHIJKLMN,Exacto_KL,5,0.02693945169448853,19109.09559999709
15,18,BCDEFGHIJKLMNO,BCDEFGHIJKLMN,Rapido_MCTS,2,0.1980563833888888,1789.687864999905
15,18,BCDEFGHIJKLMNO,BCDEFGHIJKLMN,Rapido_MCTS,3,0.2955667617333333,1848.347575999924
15,18,BCDEFGHIJKLMNO,BCDEFGHIJKLMN,Rapido_MCTS,4,0.2116741346277775,2430.162170999665
15,18,BCDEFGHIJKLMNO,BCDEFGHIJKLMN,Rapido_MCTS,5,0.3207497064111111,1974.144452000019
15,18,BCDEFGHIJKLMNO,BCDEFGHIJKLMN,Aprox_KLmc,3,0.1187502145767212,1674.551100004464
15,18,BCDEFGHIJKLMNO,BCDEFGHIJKLMN,Aprox_KLmc,4,0.231236457824707,1845.123599981889
15,18,BCDEFGHIJKLMNO,BCDEFGHIJKLMN,Aprox_KLmc,5,0.2310510277748108,2048.764699982712
15,19,BCDEFGHIJKLMNO,ABDEGHJKMN,Exacto,2,4.714727401733398e-05,7988.557199991192
15,19,BCDEFGHIJKLMNO,ABDEGHJKMN,Exacto,3,0.001384973526000977,8396.909200004302
15,19,BCDEFGHIJKLMNO,ABDEGHJKMN,Exacto,4,0.003043770790100098,8487.984499995946
15,19,BCDEFGHIJKLMNO,ABDEGHJKMN,Exacto_KL,3,0.001384973526000977,8530.039899997064
15,19,BCDEFGHIJKLMNO,ABDEGHJKMN,Exacto_KL,4,7.939338684082031e-05,11067.74500000756
15,19,BCDEFGHIJKLMNO,ABDEGHJKMN,Rapido_MCTS,2,0.08310539452332977,1527.074668000296
